rule,support,support_rate,fraud_count,fraud_rate,global_fraud_rate,fraud_rate_diff,lift,order,strength,business_interpretation
low_night_ratio_flag AND night_transaction_flag AND card_not_present_flag,2231,0.02231,168,0.07530255490811295,0.02549,0.049812554908112955,2.9541998787019597,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_night_ratio_flag AND night_transaction_flag,3417,0.03417,255,0.07462686567164178,0.02549,0.049136865671641786,2.927691866286457,2,MEDIUM,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
low_night_ratio_flag AND tokenised_flag,4508,0.04508,335,0.07431233362910382,0.02549,0.04882233362910382,2.9153524373912836,2,MEDIUM,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
low_mcc_entropy_flag AND cross_border_flag,2013,0.02013,144,0.07153502235469449,0.02549,0.04604502235469449,2.80639554157295,2,MEDIUM,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
cross_border_flag AND low_mcc_entropy_x_card_not_present,1295,0.01295,92,0.07104247104247104,0.02549,0.04555247104247104,2.7870722260679104,2,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_mcc_entropy_flag AND card_not_present_flag AND cross_border_flag,1295,0.01295,92,0.07104247104247104,0.02549,0.04555247104247104,2.7870722260679104,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_mcc_entropy_flag AND cross_border_flag AND low_mcc_entropy_x_card_not_present,1295,0.01295,92,0.07104247104247104,0.02549,0.04555247104247104,2.7870722260679104,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
card_not_present_flag AND cross_border_flag AND low_mcc_entropy_x_card_not_present,1295,0.01295,92,0.07104247104247104,0.02549,0.04555247104247104,2.7870722260679104,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_country_diversity_flag AND night_transaction_flag AND tokenised_flag,1808,0.01808,126,0.06969026548672566,0.02549,0.04420026548672566,2.7340237538927292,3,MEDIUM,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
high_max_amount_30d_flag AND night_transaction_flag,3303,0.03303,228,0.06902815622161672,0.02549,0.04353815622161672,2.7080484982980275,2,MEDIUM,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
low_country_diversity_flag AND night_transaction_flag AND card_not_present_flag,2661,0.02661,181,0.0680195415257422,0.02549,0.042529541525742204,2.6684794635442213,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_mcc_entropy_flag AND cross_border_flag AND tokenised_flag,908,0.00908,61,0.0671806167400881,0.02549,0.0416906167400881,2.635567545707654,3,MEDIUM,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
cross_border_flag AND tokenised_flag AND low_mcc_entropy_x_card_not_present,596,0.00596,40,0.06711409395973154,0.02549,0.041624093959731545,2.632957785787821,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_max_amount_30d_flag AND card_not_present_flag,6490,0.0649,433,0.06671802773497688,0.02549,0.041228027734976885,2.6174196836005055,2,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_country_diversity_flag AND night_transaction_flag,4068,0.04068,271,0.06661750245821042,0.02549,0.041127502458210424,2.6134759693295577,2,MEDIUM,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
high_max_amount_30d_flag AND high_ip_score_x_card_not_present,632,0.00632,42,0.06645569620253164,0.02549,0.04096569620253164,2.6071281366234462,2,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_max_amount_30d_flag AND high_ip_score_flag AND card_not_present_flag,632,0.00632,42,0.06645569620253164,0.02549,0.04096569620253164,2.6071281366234462,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_max_amount_30d_flag AND high_ip_score_flag AND high_ip_score_x_card_not_present,632,0.00632,42,0.06645569620253164,0.02549,0.04096569620253164,2.6071281366234462,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_max_amount_30d_flag AND card_not_present_flag AND high_ip_score_x_card_not_present,632,0.00632,42,0.06645569620253164,0.02549,0.04096569620253164,2.6071281366234462,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_max_amount_30d_flag AND card_not_present_flag AND tokenised_flag,2944,0.02944,192,0.06521739130434782,0.02549,0.039727391304347826,2.558548109232947,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_max_amount_30d_flag AND tokenised_flag,4542,0.04542,296,0.06516952884191986,0.02549,0.03967952884191986,2.5566704135708065,2,MEDIUM,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
high_max_amount_30d_flag AND night_transaction_flag AND card_not_present_flag,2132,0.02132,138,0.0647279549718574,0.02549,0.039237954971857406,2.539346997719004,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_max_amount_30d_flag AND night_transaction_flag AND tokenised_flag,1517,0.01517,96,0.06328279499011207,0.02549,0.037792794990112066,2.4826518238568878,3,MEDIUM,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
low_country_diversity_flag AND card_not_present_flag,7888,0.07888,498,0.0631338742393509,0.02549,0.03764387423935091,2.4768095033091764,2,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_country_diversity_flag AND card_not_present_flag AND tokenised_flag,3529,0.03529,218,0.06177387361858883,0.02549,0.036283873618588834,2.423455222384811,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_country_diversity_flag AND tokenised_flag,5448,0.05448,335,0.06149045521292217,0.02549,0.036000455212922174,2.4123364147870605,2,MEDIUM,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
low_country_diversity_flag AND high_ip_score_x_card_not_present,831,0.00831,49,0.05896510228640193,0.02549,0.03347510228640193,2.313264114805882,2,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_country_diversity_flag AND high_ip_score_flag AND card_not_present_flag,831,0.00831,49,0.05896510228640193,0.02549,0.03347510228640193,2.313264114805882,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_country_diversity_flag AND high_ip_score_flag AND high_ip_score_x_card_not_present,831,0.00831,49,0.05896510228640193,0.02549,0.03347510228640193,2.313264114805882,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_country_diversity_flag AND card_not_present_flag AND high_ip_score_x_card_not_present,831,0.00831,49,0.05896510228640193,0.02549,0.03347510228640193,2.313264114805882,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_max_amount_30d_flag AND high_ip_score_flag,993,0.00993,58,0.05840886203423968,0.02549,0.03291886203423968,2.2914422139756643,2,MEDIUM,"IP có điểm rủi ro cao. Đây là tín hiệu kỹ thuật quan trọng, nên kết hợp với hành vi user."
low_night_ratio_flag AND card_not_present_flag AND cross_border_flag,1217,0.01217,71,0.05834018077239113,0.02549,0.03285018077239113,2.2887477745151483,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_country_diversity_flag AND high_ip_score_flag,1251,0.01251,70,0.055955235811350916,0.02549,0.030465235811350917,2.195183829397839,2,MEDIUM,"IP có điểm rủi ro cao. Đây là tín hiệu kỹ thuật quan trọng, nên kết hợp với hành vi user."
low_country_diversity_flag AND high_ip_score_flag AND tokenised_flag,574,0.00574,32,0.05574912891986063,0.02549,0.03025912891986063,2.1870980353024962,3,MEDIUM,"IP có điểm rủi ro cao. Đây là tín hiệu kỹ thuật quan trọng, nên kết hợp với hành vi user."
high_max_amount_30d_flag AND card_not_present_flag AND cross_border_flag,1260,0.0126,70,0.05555555555555555,0.02549,0.030065555555555554,2.17950394490214,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_max_amount_30d_flag AND cross_border_flag,1984,0.01984,110,0.055443548387096774,0.02549,0.029953548387096775,2.175109783722902,2,MEDIUM,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
low_night_ratio_flag AND cross_border_flag,1918,0.01918,106,0.05526590198123045,0.02549,0.02977590198123045,2.168140524960002,2,MEDIUM,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
low_country_diversity_flag AND cross_border_flag,2443,0.02443,131,0.053622595169873104,0.02549,0.028132595169873105,2.10367183875532,2,MEDIUM,Giao dịch xuyên biên giới trong khi user có lịch sử giao dịch ở ít quốc gia. Đây là tín hiệu country anomaly.
low_country_diversity_flag AND cross_border_x_low_country_diversity,2443,0.02443,131,0.053622595169873104,0.02549,0.028132595169873105,2.10367183875532,2,MEDIUM,Giao dịch xuyên biên giới trong khi user có lịch sử giao dịch ở ít quốc gia. Đây là tín hiệu country anomaly.
cross_border_flag AND cross_border_x_low_country_diversity,2443,0.02443,131,0.053622595169873104,0.02549,0.028132595169873105,2.10367183875532,2,MEDIUM,Giao dịch xuyên biên giới trong khi user có lịch sử giao dịch ở ít quốc gia. Đây là tín hiệu country anomaly.
low_country_diversity_flag AND cross_border_flag AND cross_border_x_low_country_diversity,2443,0.02443,131,0.053622595169873104,0.02549,0.028132595169873105,2.10367183875532,3,MEDIUM,Giao dịch xuyên biên giới trong khi user có lịch sử giao dịch ở ít quốc gia. Đây là tín hiệu country anomaly.
card_not_present_flag AND tokenised_flag AND cross_border_x_low_country_diversity,710,0.0071,38,0.05352112676056338,0.02549,0.02803112676056338,2.0996911243845973,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_night_ratio_flag AND night_transaction_flag AND cross_border_flag,664,0.00664,35,0.05271084337349398,0.02549,0.02722084337349398,2.0679028392896814,3,MEDIUM,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
tokenised_flag AND cross_border_x_low_country_diversity,1085,0.01085,57,0.052534562211981564,0.02549,0.027044562211981565,2.0609871405249733,2,MEDIUM,Giao dịch xuyên biên giới trong khi user có lịch sử giao dịch ở ít quốc gia. Đây là tín hiệu country anomaly.
low_country_diversity_flag AND cross_border_flag AND tokenised_flag,1085,0.01085,57,0.052534562211981564,0.02549,0.027044562211981565,2.0609871405249733,3,MEDIUM,Giao dịch xuyên biên giới trong khi user có lịch sử giao dịch ở ít quốc gia. Đây là tín hiệu country anomaly.
low_country_diversity_flag AND tokenised_flag AND cross_border_x_low_country_diversity,1085,0.01085,57,0.052534562211981564,0.02549,0.027044562211981565,2.0609871405249733,3,MEDIUM,Giao dịch xuyên biên giới trong khi user có lịch sử giao dịch ở ít quốc gia. Đây là tín hiệu country anomaly.
cross_border_flag AND tokenised_flag AND cross_border_x_low_country_diversity,1085,0.01085,57,0.052534562211981564,0.02549,0.027044562211981565,2.0609871405249733,3,MEDIUM,Giao dịch xuyên biên giới trong khi user có lịch sử giao dịch ở ít quốc gia. Đây là tín hiệu country anomaly.
card_not_present_flag AND cross_border_x_low_country_diversity,1581,0.01581,83,0.05249841872232764,0.02549,0.02700841872232764,2.0595691927158746,2,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_country_diversity_flag AND card_not_present_flag AND cross_border_flag,1581,0.01581,83,0.05249841872232764,0.02549,0.02700841872232764,2.0595691927158746,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_country_diversity_flag AND card_not_present_flag AND cross_border_x_low_country_diversity,1581,0.01581,83,0.05249841872232764,0.02549,0.02700841872232764,2.0595691927158746,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
card_not_present_flag AND cross_border_flag AND cross_border_x_low_country_diversity,1581,0.01581,83,0.05249841872232764,0.02549,0.02700841872232764,2.0595691927158746,3,MEDIUM,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_night_ratio_flag AND cross_border_flag AND tokenised_flag,842,0.00842,44,0.052256532066508314,0.02549,0.026766532066508315,2.0500797201454812,3,MEDIUM,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
high_max_amount_30d_flag AND cross_border_flag AND tokenised_flag,830,0.0083,43,0.051807228915662654,0.02549,0.026317228915662655,2.03245307633043,3,MEDIUM,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
low_mcc_entropy_flag AND night_transaction_flag AND cross_border_flag,686,0.00686,35,0.05102040816326531,0.02549,0.02553040816326531,2.001585255522374,3,MEDIUM,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
low_night_ratio_flag AND high_decline_rate_flag AND card_not_present_flag,648,0.00648,33,0.05092592592592592,0.02549,0.025435925925925924,1.9978786161602953,3,WEAK,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_mcc_entropy_flag AND high_device_diversity_flag,1256,0.01256,62,0.04936305732484077,0.02549,0.02387305732484077,1.9365656070945771,2,WEAK,User có nhiều thiết bị trong thời gian gần. Có thể là dấu hiệu account sharing hoặc account takeover.
low_night_ratio_flag AND high_decline_rate_flag,1014,0.01014,50,0.04930966469428008,0.02549,0.023819664694280082,1.9344709570137342,2,WEAK,User có tỷ lệ giao dịch bị từ chối cao. Đây là tín hiệu lịch sử rủi ro cần khai thác.
night_transaction_flag AND cross_border_x_low_country_diversity,852,0.00852,41,0.04812206572769953,0.02549,0.022632065727699532,1.887880177626502,2,WEAK,Giao dịch xuyên biên giới trong khi user có lịch sử giao dịch ở ít quốc gia. Đây là tín hiệu country anomaly.
low_country_diversity_flag AND night_transaction_flag AND cross_border_flag,852,0.00852,41,0.04812206572769953,0.02549,0.022632065727699532,1.887880177626502,3,WEAK,Giao dịch xuyên biên giới trong khi user có lịch sử giao dịch ở ít quốc gia. Đây là tín hiệu country anomaly.
low_country_diversity_flag AND night_transaction_flag AND cross_border_x_low_country_diversity,852,0.00852,41,0.04812206572769953,0.02549,0.022632065727699532,1.887880177626502,3,WEAK,Giao dịch xuyên biên giới trong khi user có lịch sử giao dịch ở ít quốc gia. Đây là tín hiệu country anomaly.
night_transaction_flag AND cross_border_flag AND cross_border_x_low_country_diversity,852,0.00852,41,0.04812206572769953,0.02549,0.022632065727699532,1.887880177626502,3,WEAK,Giao dịch xuyên biên giới trong khi user có lịch sử giao dịch ở ít quốc gia. Đây là tín hiệu country anomaly.
night_transaction_flag AND card_not_present_flag AND cross_border_x_low_country_diversity,547,0.00547,26,0.04753199268738574,0.02549,0.022041992687385742,1.8647309802819043,3,WEAK,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_device_diversity_flag AND low_mcc_entropy_x_card_not_present,836,0.00836,39,0.04665071770334928,0.02549,0.021160717703349284,1.8301576188053859,2,WEAK,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_mcc_entropy_flag AND high_device_diversity_flag AND card_not_present_flag,836,0.00836,39,0.04665071770334928,0.02549,0.021160717703349284,1.8301576188053859,3,WEAK,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_mcc_entropy_flag AND high_device_diversity_flag AND low_mcc_entropy_x_card_not_present,836,0.00836,39,0.04665071770334928,0.02549,0.021160717703349284,1.8301576188053859,3,WEAK,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_device_diversity_flag AND card_not_present_flag AND low_mcc_entropy_x_card_not_present,836,0.00836,39,0.04665071770334928,0.02549,0.021160717703349284,1.8301576188053859,3,WEAK,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_night_ratio_flag AND high_device_diversity_flag AND card_not_present_flag,779,0.00779,35,0.044929396662387676,0.02549,0.019439396662387677,1.762628350819446,3,WEAK,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_night_ratio_flag AND high_device_diversity_flag,1221,0.01221,54,0.044226044226044224,0.02549,0.018736044226044225,1.7350350814454385,2,WEAK,User có nhiều thiết bị trong thời gian gần. Có thể là dấu hiệu account sharing hoặc account takeover.
low_mcc_entropy_flag AND high_device_diversity_flag AND tokenised_flag,575,0.00575,25,0.043478260869565216,0.02549,0.017988260869565217,1.7056987394886316,3,WEAK,User có nhiều thiết bị trong thời gian gần. Có thể là dấu hiệu account sharing hoặc account takeover.
high_decline_rate_flag AND low_mcc_entropy_x_card_not_present,635,0.00635,27,0.04251968503937008,0.02549,0.01702968503937008,1.668092783027465,2,WEAK,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_mcc_entropy_flag AND high_decline_rate_flag AND card_not_present_flag,635,0.00635,27,0.04251968503937008,0.02549,0.01702968503937008,1.668092783027465,3,WEAK,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_mcc_entropy_flag AND high_decline_rate_flag AND low_mcc_entropy_x_card_not_present,635,0.00635,27,0.04251968503937008,0.02549,0.01702968503937008,1.668092783027465,3,WEAK,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_decline_rate_flag AND card_not_present_flag AND low_mcc_entropy_x_card_not_present,635,0.00635,27,0.04251968503937008,0.02549,0.01702968503937008,1.668092783027465,3,WEAK,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_mcc_entropy_flag AND high_decline_rate_flag,1018,0.01018,42,0.0412573673870334,0.02549,0.015767367387033403,1.6185707095736919,2,WEAK,User có tỷ lệ giao dịch bị từ chối cao. Đây là tín hiệu lịch sử rủi ro cần khai thác.
high_max_amount_30d_flag AND night_transaction_flag AND cross_border_flag,666,0.00666,25,0.03753753753753754,0.02549,0.01204753753753754,1.4726378006095544,3,LOW_SIGNAL,Giao dịch xuyên biên giới. Risk phụ thuộc vào việc user có quen giao dịch nhiều quốc gia hay không.
high_max_amount_30d_flag AND high_device_diversity_flag,1247,0.01247,46,0.03688853247794707,0.02549,0.011398532477947074,1.4471766370320547,2,LOW_SIGNAL,User có nhiều thiết bị trong thời gian gần. Có thể là dấu hiệu account sharing hoặc account takeover.
high_max_amount_30d_flag AND high_device_diversity_flag AND card_not_present_flag,799,0.00799,29,0.03629536921151439,0.02549,0.010805369211514392,1.4239062068071555,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_max_amount_30d_flag AND high_decline_rate_flag,1007,0.01007,33,0.03277060575968222,0.02549,0.007280605759682222,1.2856259615410837,2,LOW_SIGNAL,User có tỷ lệ giao dịch bị từ chối cao. Đây là tín hiệu lịch sử rủi ro cần khai thác.
low_night_ratio_flag AND high_device_diversity_flag AND tokenised_flag,552,0.00552,17,0.030797101449275364,0.02549,0.005307101449275365,1.2082032738044475,3,LOW_SIGNAL,User có nhiều thiết bị trong thời gian gần. Có thể là dấu hiệu account sharing hoặc account takeover.
low_country_diversity_flag AND high_decline_rate_flag AND card_not_present_flag,793,0.00793,22,0.027742749054224466,0.02549,0.002252749054224467,1.0883777581100222,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_country_diversity_flag AND high_device_diversity_flag AND card_not_present_flag,943,0.00943,26,0.027571580063626724,0.02549,0.002081580063626725,1.0816626152854738,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
low_country_diversity_flag AND high_decline_rate_flag,1226,0.01226,33,0.026916802610114192,0.02549,0.0014268026101141931,1.05597499451213,2,LOW_SIGNAL,User có tỷ lệ giao dịch bị từ chối cao. Đây là tín hiệu lịch sử rủi ro cần khai thác.
low_country_diversity_flag AND high_device_diversity_flag,1456,0.01456,39,0.026785714285714284,0.02549,0.0012957142857142855,1.0508322591492463,2,LOW_SIGNAL,User có nhiều thiết bị trong thời gian gần. Có thể là dấu hiệu account sharing hoặc account takeover.
low_country_diversity_flag AND high_decline_rate_flag AND tokenised_flag,565,0.00565,15,0.02654867256637168,0.02549,0.0010586725663716823,1.0415328586258015,3,LOW_SIGNAL,User có tỷ lệ giao dịch bị từ chối cao. Đây là tín hiệu lịch sử rủi ro cần khai thác.
night_transaction_flag AND high_ip_score_x_card_not_present,2074,0.02074,55,0.02651880424300868,0.02549,0.0010288042430086804,1.0403610923110507,2,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_ip_score_flag AND night_transaction_flag AND card_not_present_flag,2074,0.02074,55,0.02651880424300868,0.02549,0.0010288042430086804,1.0403610923110507,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_ip_score_flag AND night_transaction_flag AND high_ip_score_x_card_not_present,2074,0.02074,55,0.02651880424300868,0.02549,0.0010288042430086804,1.0403610923110507,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
night_transaction_flag AND card_not_present_flag AND high_ip_score_x_card_not_present,2074,0.02074,55,0.02651880424300868,0.02549,0.0010288042430086804,1.0403610923110507,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_ip_score_flag AND card_not_present_flag,6445,0.06445,170,0.026377036462373934,0.02549,0.000887036462373935,1.0347993904422885,2,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_ip_score_flag AND high_ip_score_x_card_not_present,6445,0.06445,170,0.026377036462373934,0.02549,0.000887036462373935,1.0347993904422885,2,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
card_not_present_flag AND high_ip_score_x_card_not_present,6445,0.06445,170,0.026377036462373934,0.02549,0.000887036462373935,1.0347993904422885,2,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
high_ip_score_flag AND card_not_present_flag AND high_ip_score_x_card_not_present,6445,0.06445,170,0.026377036462373934,0.02549,0.000887036462373935,1.0347993904422885,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
night_transaction_flag AND card_not_present_flag,21603,0.21603,562,0.026014905337221682,0.02549,0.0005249053372216837,1.0205925985571473,2,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
card_not_present_flag AND tokenised_flag,29367,0.29367,762,0.02594749208295025,0.02549,0.00045749208295025115,1.0179479043919282,2,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
night_transaction_flag AND card_not_present_flag AND tokenised_flag,9701,0.09701,250,0.025770539119678384,0.02549,0.00028053911967838505,1.0110058501246915,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
night_transaction_flag AND tokenised_flag,14912,0.14912,383,0.02568401287553648,0.02549,0.00019401287553648047,1.0076113328966843,2,LOW_SIGNAL,"Rule có tín hiệu thống kê. Cần kiểm tra support, lift, fraud_rate và ý nghĩa nghiệp vụ trước khi đưa vào model."
high_max_amount_30d_flag AND high_decline_rate_flag AND card_not_present_flag,662,0.00662,17,0.0256797583081571,0.02549,0.0001897583081571022,1.0074444216617144,3,LOW_SIGNAL,"Giao dịch không có thẻ vật lý. Với fraud online, card-not-present thường cần soi kỹ, đặc biệt khi đi kèm tín hiệu bất thường khác."
